Cell Ontology ID, Cell Ontology Label, Cytokine Ontology Label, Actor, Action Sentiment, NumPapers, Enrichment Score
CL_0000845,marginal zone B cell,CD40LG,cytokine,Negative,1,1351.02
CL_0000192,smooth muscle cell,SPP1,cytokine,Negative,1,50.6
CL_0000763,myeloid cell,TNF,cytokine,Unknown,1,0.72
CL_0002322,embryonic stem cell,IL10,cytokine,Positive,1,0.84
CL_0000738,leukocyte,CCL7,cytokine,Negative,1,48.96
CL_0000890,alternatively activated macrophage,IL19,cytokine,Positive,1,284.39
CL_0000595,enucleate erythrocyte,TGFB,cytokine,Positive,1,1.11
CL_0000557,granulocyte monocyte progenitor cell,IL3,cytokine,Unknown,1,14.09
CL_0002319,neural cell,IL1,cytokine,Positive,1,5.94
CL_0000233,platelet,PDGF,cytokine,Negative,1,10.02
CL_0000084,T cell,TGFB2,cytokine,Positive,1,0.29
CL_0000066,epithelial cell,SPP1,cytokine,Positive,1,1.46
CL_0000700,dopaminergic neuron,IFNB1,cytokine,Negative,1,154.46
CL_0000101,sensory neuron,IL6,cytokine,Negative,1,39.04
CL_0000187,muscle cell,TNF,cytokine,Negative,1,3.55
CL_0000091,Kupffer cell,IFNG,cytokine,Negative,1,2.1
CL_0000092,osteoclast,CCL3,cytokine,Negative,1,18.05
CL_0000499,stromal cell,IL17A,cytokine,Positive,1,1.64
CL_0002138,endothelial cell of lymphatic vessel,FGF2,cytokine,Positive,1,4.52
CL_0000160,goblet cell,IL4,cytokine,Unknown,1,4.41
CL_0000233,platelet,CCL2,cytokine,Negative,1,0.94
CL_0000236,B cell,CCL5,cytokine,Positive,1,0.9
CL_0000066,epithelial cell,CSF2,cytokine,Positive,1,0.18
CL_0000129,microglial cell,CCL21,cytokine,Positive,1,8.2
CL_0000182,hepatocyte,CXCL12,cytokine,Negative,1,4.32
CL_0000235,macrophage,IL12B,cytokine,Unknown,1,2.4
CL_0001035,bone cell,TGFB,cytokine,Positive,1,4.52
CL_0000451,dendritic cell,CXCL13,cell,Positive,1,5.69
CL_0000312,keratinocyte,IL23,cytokine,Negative,1,32.48
CL_0000062,osteoblast,CSF1,cytokine,Unknown,1,2.08
CL_0000115,endothelial cell,IL17F,cytokine,Unknown,1,21.87
CL_0002629,mature microglial cell,IL6,cytokine,Positive,1,1.69
CL_0000125,glial cell,IL17,cytokine,Positive,1,2.37
CL_0000898,naive T cell,IL2,cytokine,Negative,1,3.36
CL_0000738,leukocyte,IL33,cytokine,Negative,1,3.46
CL_0000581,peritoneal macrophage,IL1B,cytokine,Unknown,1,2
CL_0000084,T cell,IFNA2,cytokine,Positive,1,2.64
CL_0000312,keratinocyte,IL31,cytokine,Unknown,1,43.27
CL_0000062,osteoblast,CSF3,cytokine,Positive,1,0.32
CL_0000125,glial cell,IL1B,cytokine,Negative,1,11.4
CL_0000359,vascular associated smooth muscle cell,CXCL10,cytokine,Unknown,1,47.39
CL_0000127,astrocyte,IFNB1,cytokine,Negative,1,10.02
CL_0000134,mesenchymal cell,IL17,cytokine,Unknown,1,2.84
CL_0000540,neuron,IL4,cytokine,Unknown,1,0.42
CL_0000576,monocyte,IL1A,cytokine,Positive,1,0.21
CL_0000128,oligodendrocyte,CXCL1,cytokine,Unknown,1,77.31
CL_0000871,splenic macrophage,IL1B,cell,Positive,1,26.12
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",IL21,cell,Positive,1,23.14
CL_0000115,endothelial cell,CSF1,cytokine,Positive,1,0.2
CL_0000097,mast cell,IL1B,cytokine,Unknown,1,0.86
CL_0000056,myoblast,IL12B,cell,Positive,1,37.58
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL9,cytokine,Negative,1,22.76
CL_0000738,leukocyte,IFN1,cytokine,Positive,1,0.63
CL_0000912,helper T cell,CSF2,cytokine,Positive,1,0.97
CL_0000322,pneumocyte,CXCL9,cytokine,Positive,1,208.55
CL_0000545,T-helper 1 cell,CSF2,cytokine,Negative,1,1.38
CL_0000235,macrophage,TGFB2,cytokine,Positive,1,0.5
CL_0000057,fibroblast,IL7,cytokine,Negative,1,1.28
CL_0002061,T-helper 9 cell,IL27,cytokine,Negative,1,568.56
CL_0002224,lens epithelial cell,PDGFA,cytokine,Unknown,1,2043.59
CL_0002619,adult endothelial progenitor cell,CXCL8,cytokine,Unknown,1,4.28
CL_0002139,endothelial cell of vascular tree,TNFSF15,cytokine,Positive,1,62.57
CL_0000094,granulocyte,IL10,cytokine,Negative,1,2.14
CL_0000623,natural killer cell,PPBP,cytokine,Positive,1,0.52
CL_0000625,"CD8-positive, alpha-beta T cell",TNFSF4,cytokine,Unknown,1,10.44
CL_0000233,platelet,IFNG,cytokine,Negative,1,0.18
CL_0002368,respiratory epithelial cell,TGFB1,cytokine,Negative,1,10.07
CL_0000451,dendritic cell,IL32,cytokine,Negative,1,94.71
CL_0000187,muscle cell,CSF3,cytokine,Negative,1,12.67
CL_0000062,osteoblast,IL7,cytokine,Positive,1,0.62
CL_0000499,stromal cell,CXCL8,cytokine,Negative,1,2.59
CL_0000365,zygote,TGFB,cell,Positive,1,39.99
CL_0000127,astrocyte,OSM,cytokine,Positive,1,16.61
CL_0000352,epiblast cell,TGFB,cytokine,Positive,1,36.14
CL_1001319,bladder cell,EGF,cytokine,Positive,1,67.38
CL_0000910,cytotoxic T cell,IL1A,cytokine,Positive,1,3.8
CL_0000969,regulatory B cell,IFNB1,cytokine,Positive,1,10.82
CL_0000576,monocyte,SPP1,cytokine,Positive,1,0.32
CL_0000624,"CD4-positive, alpha-beta T cell",CSF2,cytokine,Positive,1,0.07
CL_0000097,mast cell,TNF,cytokine,Negative,1,0.55
CL_0000844,germinal center B cell,IFNG,cytokine,Positive,1,1.56
CL_0002372,myotube,TGFB1,cytokine,Negative,1,36.5
CL_0000540,neuron,IFNA,cytokine,Negative,1,2.12
CL_0000771,eosinophil,IL16,cytokine,Negative,1,16.19
CL_0000236,B cell,TNFSF13,cytokine,Positive,1,28.72
CL_0000037,hematopoietic stem cell,CCL20,cytokine,Positive,1,7.89
CL_0000860,classical monocyte,CCL7,cytokine,Unknown,1,1459.71
CL_0000235,macrophage,CCL20,cell,Positive,1,1.33
CL_0000817,precursor B cell,CXCL12,cytokine,Unknown,1,21.41
CL_0000746,cardiac muscle cell,THPO,cytokine,Unknown,1,34.73
CL_0002393,intermediate monocyte,IL1B,cell,Positive,1,69.64
CL_0000097,mast cell,CCL3,cytokine,Unknown,1,7.66
CL_0000782,myeloid dendritic cell,CSF2,cytokine,Positive,1,3.72
CL_0002322,embryonic stem cell,IL24,cytokine,Negative,1,1076.23
CL_0000148,melanocyte,IFNG,cytokine,Negative,1,2.13
CL_0002319,neural cell,TGFB,cytokine,Positive,1,3.61
CL_0000084,T cell,TNFSF13,cytokine,Unknown,1,27.73
CL_0000138,chondrocyte,CXCL13,cytokine,Positive,1,3.54
CL_0000700,dopaminergic neuron,TGFB,cytokine,Unknown,1,9.98
CL_0000235,macrophage,LECT2,cytokine,Negative,1,19.86
CL_0000216,Sertoli cell,FGF2,cytokine,Positive,1,4.34
CL_1001609,muscle fibroblast,TGFB1,cytokine,Positive,1,36.62
CL_0000091,Kupffer cell,IL10,cytokine,Unknown,1,2.43
CL_0000499,stromal cell,IL21,cytokine,Negative,1,10.26
CL_0002138,endothelial cell of lymphatic vessel,IL1A,cell,Positive,1,25.6
CL_0000160,goblet cell,TGFB,cytokine,Unknown,1,4.04
CL_0000625,"CD8-positive, alpha-beta T cell",IL35,cytokine,Positive,1,2.88
CL_0000542,lymphocyte,CCL4,cytokine,Negative,1,8.38
CL_0000233,platelet,CCL5,cytokine,Positive,1,1.67
CL_0000066,epithelial cell,CXCL16,cytokine,Negative,1,60.21
CL_0000129,microglial cell,CCL7,cytokine,Positive,1,18.6
CL_0000084,T cell,IL22,cytokine,Positive,1,0.13
CL_0000815,regulatory T cell,IL7,cytokine,Unknown,1,6.92
CL_0000182,hepatocyte,IFN1,cytokine,Positive,1,1.33
CL_0000775,neutrophil,CCL9,cytokine,Unknown,1,8.1
CL_0000057,fibroblast,CCL6,cytokine,Positive,1,2.04
CL_0000100,motor neuron,EPO,cytokine,Unknown,1,43.06
CL_0000125,glial cell,IL6,cytokine,Positive,1,0.74
CL_0000898,naive T cell,TGFB1,cytokine,Positive,1,1.14
CL_0000359,vascular associated smooth muscle cell,IL11,cytokine,Negative,1,251.98
CL_0000581,peritoneal macrophage,TNF,cytokine,Negative,1,1.29
CL_0000084,T cell,IFNL3,cytokine,Unknown,1,4.62
CL_0000625,"CD8-positive, alpha-beta T cell",CXCL11,cytokine,Positive,1,10.07
CL_0000134,mesenchymal cell,IL1B,cytokine,Unknown,1,1.71
CL_0000767,basophil,CXCL8,cytokine,Unknown,1,1.95
CL_0000849,crypt olfactory receptor neuron,TGFB,cytokine,Unknown,1,94.84
CL_0000235,macrophage,CXCL10,cytokine,Positive,1,0.19
CL_0000145,professional antigen presenting cell,IL1B,cytokine,Positive,1,1.63
CL_0000038,erythroid progenitor cell,TGFB1,cytokine,Positive,1,0.71
CL_0000545,T-helper 1 cell,PPBP,cytokine,Positive,1,1.24
CL_0000312,keratinocyte,CCL3,cell,Positive,1,4.91
CL_0000122,stellate cell,CCL4,cytokine,Unknown,1,349.93
CL_0002367,trabecular meshwork cell,TGFB,cytokine,Positive,1,54.2
CL_0000097,mast cell,IL22,cell,Positive,1,2.8
CL_0000798,gamma-delta T cell,IFNG,cytokine,Unknown,1,1.36
CL_0000056,myoblast,IL4,cytokine,Positive,1,0.69
CL_0000307,tracheal epithelial cell,IL22,cytokine,Negative,1,1940.21
CL_0000738,leukocyte,IFNA1,cytokine,Unknown,1,161.17
CL_0002410,pancreatic stellate cell,IL1B,cytokine,Positive,1,31.46
CL_0000059,ameloblast,IL7,cytokine,Unknown,1,162.71
CL_0000771,eosinophil,CX3CL1,cytokine,Unknown,1,3.09
CL_0000813,memory T cell,IL17,cytokine,Negative,1,29.01
CL_0000084,T cell,CCL6,cytokine,Unknown,1,1.5
CL_0000912,helper T cell,IFNG,cytokine,Positive,1,0.21
CL_0000540,neuron,CXCL10,cytokine,Negative,1,9.58
CL_0000322,pneumocyte,IL6,cytokine,Negative,1,13.94
CL_0000545,T-helper 1 cell,CXCL12,cytokine,Positive,1,0.49
CL_0000138,chondrocyte,SPP1,cytokine,Unknown,1,7.4
CL_0000746,cardiac muscle cell,IL10,cytokine,Unknown,1,1.36
CL_0000902,induced T-regulatory cell,IL6,cytokine,Negative,1,10.55
CL_0000911,effector T cell,IL2,cytokine,Positive,1,0.39
CL_0000235,macrophage,TNFSF14,cytokine,Positive,1,5.48
CL_0000057,fibroblast,PDGFA,cytokine,Unknown,1,17.6
CL_0000917,Tc1 cell,CXCL10,cytokine,Negative,1,339.39
CL_0002521,subcutaneous fat cell,TNF,cytokine,Positive,1,8.91
CL_0000057,fibroblast,PDGFA,cytokine,Positive,1,5.03
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CCL5,cytokine,Positive,1,2.36
CL_0002619,adult endothelial progenitor cell,HGF,cytokine,Positive,1,8.65
CL_0000584,enterocyte,CXCL5,cell,Positive,1,122.75
CL_0000556,megakaryocyte,TGFB1,cytokine,Negative,1,8.34
CL_0000214,synovial cell,CSF2,cytokine,Unknown,1,3.36
CL_0000094,granulocyte,TNF,cytokine,Unknown,1,0.51
CL_0000625,"CD8-positive, alpha-beta T cell",XCL1,cytokine,Unknown,1,28.2
CL_0000542,lymphocyte,IFNA,cytokine,Positive,1,0.12
CL_0000236,B cell,IL1,cytokine,Negative,1,0.47
CL_0000066,epithelial cell,IL1B,cytokine,Negative,1,1.62
CL_0002092,bone marrow cell,TGFB1,cytokine,Positive,1,0.68
CL_0000182,hepatocyte,IL1RN,cytokine,Positive,1,1.51
CL_0000451,dendritic cell,IL6,cytokine,Negative,1,1.32
CL_0000235,macrophage,IL27,cytokine,Unknown,1,1.64
CL_0000187,muscle cell,HGF,cytokine,Unknown,1,34.29
CL_0000546,T-helper 2 cell,IL13,cytokine,Negative,1,9.08
CL_0000062,osteoblast,SPP1,cytokine,Negative,1,17.99
CL_0000499,stromal cell,EGF,cytokine,Positive,1,5.26
CL_0000623,natural killer cell,IFNB1,cytokine,Unknown,1,1.09
CL_0000115,endothelial cell,TGFA,cytokine,Unknown,1,3.76
CL_0000625,"CD8-positive, alpha-beta T cell",IL16,cytokine,Unknown,1,6
CL_0000784,plasmacytoid dendritic cell,CCL2,cytokine,Positive,1,0.7
CL_0000362,epidermal cell,IL1,cytokine,Negative,1,30.89
CL_0000077,mesothelial cell,EGF,cytokine,Positive,1,61.25
CL_1001319,bladder cell,IFNG,cytokine,Positive,1,0.93
CL_0000632,hepatic stellate cell,PDGFB,cytokine,Negative,1,1221.11
CL_0002609,neuron of cerebral cortex,IL1RN,cytokine,Negative,1,779.55
CL_0000969,regulatory B cell,IL21,cytokine,Positive,1,9.69
CL_0000899,T-helper 17 cell,IL13,cytokine,Positive,1,1.66
CL_0000023,oocyte,EGF,cytokine,Negative,1,206.65
CL_0000831,mast cell progenitor,CCL2,cytokine,Negative,1,386.32
CL_0000844,germinal center B cell,IL4,cytokine,Unknown,1,17.28
CL_0000788,naive B cell,IL12,cytokine,Unknown,1,39.84
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",TGFB,cytokine,Unknown,1,5.42
CL_0000581,peritoneal macrophage,CCL2,cytokine,Positive,1,0.59
CL_1001607,articular chondrocyte,TGFB,cytokine,Positive,1,2.26
CL_0000650,mesangial cell,TNF,cytokine,Unknown,1,1.07
CL_0000084,T cell,CXCL16,cytokine,Negative,1,5.06
CL_0000909,"CD8-positive, alpha-beta memory T cell",CCL26,cytokine,Unknown,1,261.33
CL_0000037,hematopoietic stem cell,CSF1,cytokine,Positive,1,0.98
CL_0000235,macrophage,CCL3,cytokine,Negative,1,2.1
CL_0002563,intestinal epithelial cell,CCL20,cytokine,Negative,1,187.71
CL_0000097,mast cell,CD40LG,cell,Positive,1,1.3
CL_0000192,smooth muscle cell,TNF,cytokine,Unknown,1,0.87
CL_0000893,thymocyte,IL10,cytokine,Unknown,1,0.74
CL_0000989,CD11c-low plasmacytoid dendritic cell,IL10,cell,Positive,1,72.86
CL_0002322,embryonic stem cell,LIF,cytokine,Positive,1,26.05
CL_0000771,eosinophil,CCL15,cytokine,Positive,1,10.6
CL_0000040,monoblast,CSF2,cytokine,Unknown,1,299.35
CL_0000084,T cell,TNFSF15,cytokine,Negative,1,5.06
CL_0000236,B cell,IL1B,cytokine,Unknown,1,0.22
CL_0000138,chondrocyte,FGF2,cytokine,Negative,1,2.8
CL_0000676,cap cell,CCL2,cell,Positive,1,35.75
CL_0002489,double negative thymocyte,IL2,cytokine,Unknown,1,18.86
CL_0000216,Sertoli cell,IL1A,cytokine,Positive,1,16.68
CL_0000057,fibroblast,IL17B,cytokine,Positive,1,37.72
CL_0000218,myelinating Schwann cell,FGF2,cytokine,Unknown,1,12.74
CL_0000091,Kupffer cell,IL1A,cell,Positive,1,18.03
CL_0000499,stromal cell,IL4,cell,Positive,1,0.34
CL_0000624,"CD4-positive, alpha-beta T cell",SPP1,cytokine,Unknown,1,1.89
CL_0000066,epithelial cell,EGF,cytokine,Negative,1,23.16
CL_0002139,endothelial cell of vascular tree,CCL16,cytokine,Positive,1,521.38
CL_0000623,natural killer cell,IL23,cytokine,Positive,1,0.87
CL_0000236,B cell,CXCL10,cytokine,Positive,1,0.39
CL_0000775,neutrophil,CSF1,cytokine,Positive,1,0.09
CL_0000815,regulatory T cell,TNFSF9,cytokine,Negative,1,47.33
CL_0002092,bone marrow cell,EPO,cytokine,Unknown,1,8.37
CL_0000062,osteoblast,IL1,cytokine,Negative,1,2.36
CL_0000125,glial cell,TNF,cytokine,Unknown,1,1.42
CL_0000623,natural killer cell,CCL19,cytokine,Unknown,1,28.69
CL_0000359,vascular associated smooth muscle cell,IL1B,cytokine,Positive,1,2.15
CL_0000881,perivascular macrophage,CSF2,cytokine,Positive,1,85.54
CL_0000625,"CD8-positive, alpha-beta T cell",EBI3,cytokine,Unknown,1,70.5
CL_0000127,astrocyte,IL10,cytokine,Unknown,1,0.59
CL_0000771,eosinophil,IL9,cytokine,Positive,1,1.8
CL_0000134,mesenchymal cell,IL6,cytokine,Positive,1,0.25
CL_0000767,basophil,IL1B,cytokine,Positive,1,0.63
CL_0000711,cumulus cell,IL1,cell,Positive,1,98.62
CL_0000235,macrophage,CXCL5,cytokine,Positive,1,1.01
CL_0000545,T-helper 1 cell,TGFB,cytokine,Positive,1,0.11
CL_0000122,stellate cell,IL1A,cytokine,Positive,1,36.14
CL_0000897,"CD4-positive, alpha-beta memory T cell",IL7,cytokine,Positive,1,37.19
CL_0000312,keratinocyte,CXCL1,cell,Positive,1,4.19
CL_0000115,endothelial cell,CXCL10,cytokine,Unknown,1,2.38
CL_0000056,myoblast,LIF,cytokine,Unknown,1,62.53
CL_0000374,trichogen cell,TNF,cytokine,Unknown,1,15.59
CL_0000162,parietal cell,IL1B,cytokine,Negative,1,150.53
CL_0002544,aortic endothelial cell,FGF2,cytokine,Negative,1,40.91
CL_0000540,neuron,CXCL13,cell,Positive,1,3.38
CL_0000322,pneumocyte,TNF,cell,Positive,1,2.82
CL_0000912,helper T cell,IL1A,cytokine,Positive,1,4.93
CL_0000542,lymphocyte,TGFB1,cytokine,Negative,1,0.51
CL_0002231,epithelial cell of prostate,TGFB1,cytokine,Positive,1,8.14
CL_0000576,monocyte,CXCL1,cytokine,Unknown,1,2.38
CL_0000902,induced T-regulatory cell,TGFB1,cytokine,Negative,1,15.78
CL_0000775,neutrophil,IL3,cytokine,Unknown,1,0.59
CL_0000911,effector T cell,TGFB,cytokine,Positive,1,0.79
CL_0011003,magnocellular neurosecretory cell,IL6,cell,Positive,1,72.25
CL_0000192,smooth muscle cell,IFNG,cytokine,Unknown,1,0.61
CL_0002128,Tc17 cell,IL12,cytokine,Negative,1,163.39
CL_0000214,synovial cell,FGF2,cytokine,Unknown,1,4.44
CL_0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CXCL10,cytokine,Positive,1,595.87
CL_0000233,platelet,IL1A,cytokine,Unknown,1,1.85
CL_0000775,neutrophil,FGF1,cytokine,Positive,1,0.76
CL_0000182,hepatocyte,IL4,cytokine,Negative,1,1.05
CL_0000451,dendritic cell,TGFB1,cytokine,Positive,1,0.25
CL_0000235,macrophage,IL32,cytokine,Negative,1,8.74
CL_0009004,retinal cell,IL17A,cytokine,Negative,1,671.61
CL_0000187,muscle cell,IL18,cytokine,Positive,1,5.47
CL_0000546,T-helper 2 cell,IL18,cytokine,Negative,1,7.79
CL_0000624,"CD4-positive, alpha-beta T cell",IL23,cell,Positive,1,1.21
CL_0000115,endothelial cell,TGFB1,cytokine,Negative,1,0.67
CL_0000653,glomerular visceral epithelial cell,TNF,cytokine,Negative,1,2.77
CL_0000178,Leydig cell,TGFB1,cytokine,Positive,1,5.23
CL_0000362,epidermal cell,IL1B,cytokine,Negative,1,32.72
CL_0000077,mesothelial cell,TGFB,cytokine,Unknown,1,8.62
CL_0000047,neuronal stem cell,CCL2,cytokine,Positive,1,3.73
CL_0000815,regulatory T cell,IFNG,cytokine,Positive,1,0.2
CL_0000624,"CD4-positive, alpha-beta T cell",CXCL8,cytokine,Negative,1,0.53
CL_0002627,mature astrocyte,IFNG,cytokine,Negative,1,24.85
CL_0000034,stem cell,IFNA,cytokine,Positive,1,0.44
CL_0002621,gingival epithelial cell,TGFB1,cytokine,Unknown,1,64.08
CL_0000788,naive B cell,TNFSF13B,cytokine,Unknown,1,493.62
CL_0000169,type B pancreatic cell,IL17A,cytokine,Positive,1,6.68
CL_0000581,peritoneal macrophage,CSF3,cytokine,Negative,1,4.61
CL_0000134,mesenchymal cell,CCL3,cell,Positive,1,6.44
CL_0000909,"CD8-positive, alpha-beta memory T cell",IL27,cytokine,Unknown,1,113.91
CL_0000771,eosinophil,IL18,cytokine,Unknown,1,1.25
CL_0000049,common myeloid progenitor,IL3,cytokine,Unknown,1,91.04
CL_0000235,macrophage,CCL4L2,cell,Positive,1,6.74
CL_0007010,preosteoblast,FGF2,cytokine,Positive,1,56.44
CL_0000545,T-helper 1 cell,IL1B,cytokine,Positive,1,0.19
CL_0002563,intestinal epithelial cell,CXCL10,cytokine,Negative,1,77.89
CL_0000097,mast cell,CXCL12,cytokine,Unknown,1,2.22
CL_0000514,smooth muscle myoblast,HGF,cytokine,Unknown,1,158.25
CL_0002397,"CD14-positive, CD16-positive monocyte",CSF1,cytokine,Unknown,1,139.02
CL_0000135,fibrocyte,IL13,cytokine,Unknown,1,47.81
CL_0000839,myeloid lineage restricted progenitor cell,CCL15,cytokine,Negative,1,8623.15
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL21,cytokine,Unknown,1,1.99
CL_0000583,alveolar macrophage,CCL5,cytokine,Positive,1,11.31
CL_0000771,eosinophil,CCL2,cytokine,Unknown,1,0.37
CL_0000540,neuron,CCL13,cytokine,Unknown,1,154.51
CL_0000138,chondrocyte,IFNG,cytokine,Unknown,1,0.2
CL_0000066,epithelial cell,TGFB2,cytokine,Negative,1,27.37
CL_0000809,"double-positive, alpha-beta thymocyte",IL7,cytokine,Unknown,1,216.94
CL_0000216,Sertoli cell,TGFA,cell,Positive,1,53.46
CL_0000218,myelinating Schwann cell,TGFB,cytokine,Unknown,1,6.12
CL_0000546,T-helper 2 cell,IL9,cytokine,Positive,1,4.92
CL_0000091,Kupffer cell,TNF,cytokine,Unknown,1,1.32
CL_0000576,monocyte,CCL25,cytokine,Positive,1,3.45
CL_0002608,hippocampal neuron,IL4,cytokine,Positive,1,6.24
CL_0000775,neutrophil,IL18,cytokine,Negative,1,1.31
CL_0000911,effector T cell,CCL20,cytokine,Positive,1,20.81
CL_0000216,Sertoli cell,TNF,cytokine,Positive,1,1.03
CL_0000546,T-helper 2 cell,TGFB2,cell,Positive,1,6.99
CL_0000453,Langerhans cell,CSF2,cytokine,Positive,1,3.17
CL_0002140,acinar cell of sebaceous gland,TGFB,cytokine,Unknown,1,94.84
CL_0000556,megakaryocyte,IFNG,cytokine,Unknown,1,0.47
CL_0000233,platelet,CXCL12,cytokine,Negative,1,2.38
CL_0000129,microglial cell,FGF1,cytokine,Positive,1,4.81
CL_0000084,T cell,IL33,cytokine,Unknown,1,0.26
CL_0000546,T-helper 2 cell,CCL11,cytokine,Positive,1,1.39
CL_0002092,bone marrow cell,IL1,cytokine,Negative,1,6.58
CL_0000100,motor neuron,TNF,cytokine,Positive,1,1.27
CL_0000312,keratinocyte,OSM,cell,Positive,1,14.19
CL_0000062,osteoblast,IL11,cytokine,Positive,1,4.62
CL_0000115,endothelial cell,IL34,cytokine,Positive,1,6.67
CL_0000824,mature natural killer cell,TGFB,cytokine,Negative,1,3.3
CL_0000034,stem cell,THPO,cytokine,Positive,1,2.09
CL_1000742,glomerular mesangial cell,PDGFB,cytokine,Unknown,1,2786.71
CL_0000359,vascular associated smooth muscle cell,PDGFB,cytokine,Positive,1,90.49
CL_0000786,plasma cell,CSF3,cytokine,Negative,1,13.1
CL_0000738,leukocyte,RETN,cytokine,Negative,1,6.44
CL_0000771,eosinophil,TGFB,cytokine,Unknown,1,0.21
CL_0000134,mesenchymal cell,PPBP,cytokine,Positive,1,3.2
CL_0000767,basophil,IL33,cytokine,Unknown,1,19.41
CL_0000037,hematopoietic stem cell,PF4,cytokine,Unknown,1,9.01
CL_0000540,neuron,PF4,cytokine,Negative,1,7.53
CL_0000235,macrophage,EBI3,cytokine,Unknown,1,23.96
CL_0000136,fat cell,CD40LG,cytokine,Positive,1,0.64
CL_0000545,T-helper 1 cell,TNFSF15,cytokine,Unknown,1,24.72
CL_0000034,stem cell,CCL2,cytokine,Positive,1,0.32
CL_0000115,endothelial cell,CXCL16,cytokine,Positive,1,4
CL_0000798,gamma-delta T cell,TGFB,cytokine,Positive,1,1.13
CL_0000351,trophoblast cell,FGF2,cytokine,Unknown,1,15.8
CL_0000669,pericyte cell,IFNG,cytokine,Positive,1,0.62
CL_0002544,aortic endothelial cell,PDGF,cytokine,Positive,1,46.84
CL_0000771,eosinophil,IFNA,cytokine,Positive,1,0.14
CL_0002334,preadipocyte,CSF1,cell,Positive,1,7.99
CL_0000236,B cell,LECT1,cytokine,Positive,1,11.49
CL_0000912,helper T cell,IL23,cytokine,Positive,1,11.71
CL_0002150,epithelioid macrophage,TGFB1,cytokine,Unknown,1,256.3
CL_0000545,T-helper 1 cell,IL1,cytokine,Positive,1,0.18
CL_0000746,cardiac muscle cell,IL1RN,cytokine,Negative,1,42.97
CL_0000863,inflammatory macrophage,CSF2,cytokine,Negative,1,20.06
CL_0002321,embryonic cell,TGFA,cell,Positive,1,1389.87
CL_0002327,mammary epithelial cell,EPO,cytokine,Positive,1,7.6
CL_0000192,smooth muscle cell,IL1B,cytokine,Negative,1,7.03
CL_0000388,tendon cell,IL17A,cytokine,Positive,1,140.37
CL_0000092,osteoclast,IL27,cytokine,Negative,1,16.05
CL_0000738,leukocyte,CCL21,cytokine,Unknown,1,9.48
CL_0002619,adult endothelial progenitor cell,TNF,cytokine,Unknown,1,1.38
CL_0000623,natural killer cell,TNFSF15,cytokine,Positive,1,2.95
CL_0000061,cementoblast,PDGFA,cytokine,Negative,1,4233.18
CL_0000084,T cell,TGF,cytokine,Negative,1,3.01
CL_0000775,neutrophil,IFN1,cytokine,Unknown,1,1.05
CL_0000740,retinal ganglion cell,CCL26,cytokine,Positive,1,343.5
CL_0000057,fibroblast,IFNA,cytokine,Positive,1,0.11
CL_0000187,muscle cell,IL33,cytokine,Negative,1,54.91
CL_0000546,T-helper 2 cell,IL2,cytokine,Positive,1,0.08
CL_1000497,kidney cell,FGF2,cytokine,Positive,1,11.29
CL_0000814,mature NK T cell,IL12,cytokine,Negative,1,17.76
CL_0000160,goblet cell,IL10,cytokine,Negative,1,8.38
CL_0000384,ligament cell,TGFB1,cytokine,Positive,1,24.41
CL_0000784,plasmacytoid dendritic cell,IFNA,cytokine,Negative,1,7.58
CL_1000490,mesothelial cell of peritoneum,CXCL12,cell,Positive,1,45.13
CL_0000084,T cell,IL1B,cytokine,Negative,1,0.14
CL_0000081,blood cell,CSF3,cytokine,Unknown,1,23.83
CL_0000047,neuronal stem cell,EPO,cytokine,Unknown,1,34.78
CL_0000899,T-helper 17 cell,IL1RN,cytokine,Unknown,1,10.41
CL_0000451,dendritic cell,CCL2,cytokine,Positive,1,0.33
CL_0000624,"CD4-positive, alpha-beta T cell",IFN1,cytokine,Unknown,1,1.67
CL_0000785,mature B cell,MIF,cytokine,Positive,1,684.32
CL_0000898,naive T cell,CD40LG,cytokine,Positive,1,2.65
CL_0000169,type B pancreatic cell,IL2,cytokine,Positive,1,0.43
CL_0000127,astrocyte,CD40LG,cytokine,Unknown,1,2.02
CL_0000084,T cell,EGF,cytokine,Positive,1,0.24
CL_0000909,"CD8-positive, alpha-beta memory T cell",TGFB,cytokine,Positive,1,2.36
CL_0000037,hematopoietic stem cell,IFNA,cytokine,Negative,1,5.79
CL_0000235,macrophage,CCL9,cell,Positive,1,2.13
CL_0000232,erythrocyte,TNF,cytokine,Positive,1,0.67
CL_0000135,fibrocyte,IL4,cytokine,Positive,1,2.12
CL_0000889,myeloid suppressor cell,IL4,cytokine,Negative,1,236.29
CL_0000233,platelet,THPO,cytokine,Negative,1,6.13
CL_0000084,T cell,XCL1,cytokine,Unknown,1,5.55
CL_0000056,myoblast,CSF1,cytokine,Positive,1,4.16
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL35,cytokine,Negative,1,43.08
CL_0000137,osteocyte,GDF15,cytokine,Positive,1,76.04
